"","verbatimScientificName","countryCode","locality","stateProvince","decimalLatitude","decimalLongitude","year","institutionCode","Range","IntroLat","IntroLong","...12"
"187","Cinnamomum camphora (L.) J.Presl var. camphora","JP","Miyakami","Sakurayama",35.148389,139.066761,2014,"PRESERVED_SPECIMEN","native",28.9786,-96.64609,NA
"188","Cinnamomum camphora (L.) J.Presl var. camphora","JP","Minamiyana","Kanagawa Prefecture",35.365769,139.265567,2014,"KPM","native",28.9786,-96.64609,NA
"189","Cinnamomum camphora (L.) J.Presl var. camphora","JP","Kitanokubo","Kanagawa Precture",35.285778,139.132083,2013,"KPM","native",28.9786,-96.64609,NA
"190","Cinnamomum camphora (L.) J.Presl var. camphora","JP","Kodukue-cho","Kanagawa Prefecture",35.515757,139.603039,2014,"KPM","native",28.9786,-96.64609,NA
"191","Cinnamomum camphora (L.) J.Presl var. camphora","JP","Takamori","Kanagawa Prefecture",35.424096,139.315562,2013,"KPM","native",28.9786,-96.64609,NA
"192","Cinnamomum camphora (L.) J.Presl var. camphora","JP","Hyuuga","Kanagawa Prefecture",35.424094,139.278065,2013,"KPM","native",28.9786,-96.64609,NA
"193","Cinnamomum camphora (L.) J.Presl var. camphora","JP","Zenba","Kanagawa Prefecture",35.390765,139.265567,2014,"KPM","native",28.9786,-96.64609,NA
"194","Cinnamomum camphora (L.) Presl","JP","Daiyuu-cho","Saijyou-Temple",35.299105,139.078087,1973,"PRESERVED_SPECIMEN","native",28.9786,-96.64609,NA
"195","Cinnamomum camphora (L.) Presl","JP","Daiyuu-cho","Saijyou-Temple",35.299105,139.078087,1973,"PRESERVED_SPECIMEN","native",28.9786,-96.64609,NA
"196","Cinnamomum camphora (L.) Presl","JP","Izumi-cho","Kanagawa Prefecture",35.4241,139.49055,2013,"KPM","native",28.9786,-96.64609,NA
"197","Cinnamomum camphora (L.) J.Presl var. camphora","JP",NA,"Kanagawa Prefecture",35.233333,139.7,1973,"KPM","native",28.9786,-96.64609,NA
"198","Cinnamomum camphora (L.) J.Presl var. camphora","JP",NA,"Okinawa Prefecture",26.756389,128.191667,1974,"KPM","native",28.9786,-96.64609,NA
"199","Cinnamomum camphora (L.) Presl","JP","Izusan",NA,35.124126,139.090594,2006,"PRESERVED_SPECIMEN","native",28.9786,-96.64609,NA
"200","Cinnamomum camphora (L.) Presl","JP","Suzaki",NA,34.659614,138.965274,2003,"PRESERVED_SPECIMEN","native",28.9786,-96.64609,NA
"201","Cinnamomum camphora (L.) Presl","JP","Kurokawa","Shirumori jinjya",35.613959,139.465575,1994,"PRESERVED_SPECIMEN","native",28.9786,-96.64609,NA
"202","Cinnamomum camphora (L.) Presl var. rotundifolia Makino","JP",NA,"Ibaraki Prefecture",36.225368,140.106746,1997,"KPM","native",28.9786,-96.64609,NA
"203","Cinnamomum camphora (L.) Presl var. rotundifolia Makino","JP",NA,"Ibaraki Prefecture",36.225368,140.106746,1997,"KPM","native",28.9786,-96.64609,NA
"204","Cinnamomum camphora (L.) Presl","JP",NA,"Shizuoka Prefecture",34.929426,139.105459,1952,"KPM","native",28.9786,-96.64609,NA
"205","Cinnamomum camphora (L.) J.Presl","JP","2 chome","Tokyo",35.6206,139.42567,2010,"PTHM","native",28.9786,-96.64609,NA
"206","Cinnamomum camphora (L.) J.Presl","JP",NA,"Tokyo",35.63166,139.45085,1983,"PTHM","native",28.9786,-96.64609,NA
"207","Cinnamomum camphora (L.) Siebold","JP",NA,"Chiba",35.4,140.1,1993,"CBM","native",28.9786,-96.64609,NA
"208","Cinnamomum camphora (L.) Siebold","JP",NA,"Chiba",35.4,140.1,1993,"CBM","native",28.9786,-96.64609,NA
"209","Cinnamomum camphora (L.) Siebold","JP",NA,"Chiba",35.5,140.2,1992,"CBM","native",28.9786,-96.64609,NA
"210","Cinnamomum camphora (L.) Siebold","JP",NA,"Chiba",35.5,140.1,1993,"CBM","native",28.9786,-96.64609,NA
"211","Cinnamomum camphora (L.) Siebold","JP",NA,"Chiba",35.5,140.1,1991,"CBM","native",28.9786,-96.64609,NA
"212","Cinnamomum camphora (L.) Siebold","JP","Hirata","Chiba",35.486597,140.084244,1992,"CBM","native",28.9786,-96.64609,NA
"213","Cinnamomum camphora (L.) J. Presl","JP","Nagsasaka-kokuyurin","Kannon-yama",36.285556,138.994444,2013,"3033991","native",28.9786,-96.64609,NA
"214","Cinnamomum camphora (L.) J. Presl","JP","Yacho-no-mori Park","Horiku-cho",36.2275,139.533056,2003,"PRESERVED_SPECIMEN","native",28.9786,-96.64609,NA
"215","Cinnamomum camphora (L.) J.Presl","JP",NA,"Tokyo",35.6556,139.71211,2010,"INM","native",28.9786,-96.64609,NA
"216","Cinnamomum camphora (L.) J.Presl","JP",NA,"Ibaraki",36.07232,140.21547,2010,"INM","native",28.9786,-96.64609,NA
"217","Cinnamomum camphora (L.) Presl","JP",NA,"Hyogo",34.8184,134.70541,1990,"HCSM","native",28.9786,-96.64609,NA
"218","Cinnamomum camphora (L.) Presl","JP","Himeji-jo","Hyogo",34.81547,134.68529,1991,"HCSM","native",28.9786,-96.64609,NA
"219","Cinnamomum camphora (L.) Presl","JP","Himeyama-koen","Hyogo",34.81547,134.68529,1987,"HCSM","native",28.9786,-96.64609,NA
"220","Cinnamomum camphora (L.) Presl","JP",NA,"Saga",33.24995,130.29948,1964,"HCSM","native",28.9786,-96.64609,NA
"221","Cinnamomum camphora (L.) Presl","JP",NA,"Hyogo",34.8184,134.70541,1990,"HCSM","native",28.9786,-96.64609,NA
"222","Cinnamomum camphora (L.) Presl","JP","Himeji-jo","Hyogo",34.81547,134.68529,1991,"HCSM","native",28.9786,-96.64609,NA
"223","Cinnamomum camphora (L.) Presl","JP","Nishiimajuyku","Hyogo",34.8417,134.65727,1975,"HCSM","native",28.9786,-96.64609,NA
"224","Cinnamomum camphora (L.) Presl","JP","Tigusa-no-taki","Hyogo",34.95039,134.75945,1989,"HCSM","native",28.9786,-96.64609,NA
"225","Cinnamomum camphora (L.) Presl","JP","Himeji-jo","Hyogo",34.81547,134.68529,1991,"HCSM","native",28.9786,-96.64609,NA
"226","Cinnamomum camphora (L.) Presl","JP",NA,"Hyogo",34.82647,134.70171,1989,"HCSM","native",28.9786,-96.64609,NA
"227","Cinnamomum camphora (L.) Presl","JP","Himeyama-koen","Hyogo",34.81547,134.68529,1988,"HCSM","native",28.9786,-96.64609,NA
"228","Cinnamomum camphora (L.) Presl","JP","Himeyama-koen","Hyogo",34.81547,134.68529,1987,"HCSM","native",28.9786,-96.64609,NA
"229","Cinnamomum camphora (L.) J.Presl","JP",NA,"Ehime",33.22332,132.56059,1978,"NAC","native",28.9786,-96.64609,NA
"230","Cinnamomum camphora (L.) J.Presl","JP",NA,"Ehime",33.22332,132.56059,1978,"NAC","native",28.9786,-96.64609,NA
"231","Cinnamomum camphora (L.) J.Presl","JP",NA,"Kanagawa",35.46686,139.59647,1976,"NAC","native",28.9786,-96.64609,NA
"232","Cinnamomum camphora (L.) J.Presl","JP",NA,"Kanagawa",35.46686,139.59647,1977,"NAC","native",28.9786,-96.64609,NA
"233","Cinnamomum camphora (L.) J.Presl","JP",NA,"Kanagawa",35.46686,139.59647,1976,"NAC","native",28.9786,-96.64609,NA
"234","Cinnamomum camphora (L.) J.Presl","JP",NA,"Kanagawa",35.44318,139.63734,1973,"NAC","native",28.9786,-96.64609,NA
"235","Cinnamomum camphora (L.) J.Presl","JP",NA,"Chiba",35.71544,140.63875,1973,"NAC","native",28.9786,-96.64609,NA
"236","Cinnamomum camphora (L.) J.Presl","JP",NA,"Chiba",35.71544,140.63875,1973,"NAC","native",28.9786,-96.64609,NA
"237","Cinnamomum camphora (L.) J.Presl","JP",NA,"Hyogo",34.78176,135.41974,1972,"NAC","native",28.9786,-96.64609,NA
"238","Cinnamomum camphora (L.) J.Presl","JP",NA,"Chiba",35.71544,140.63875,1973,"NAC","native",28.9786,-96.64609,NA
"239","Cinnamomum camphora (L.) J.Presl","JP",NA,"Kagawa",34.48296,134.23399,1963,"NAC","native",28.9786,-96.64609,NA
"240","Cinnamomum camphora (L.) J.Presl","JP",NA,"Kagawa",34.48296,134.23399,1963,"NAC","native",28.9786,-96.64609,NA
"241","Cinnamomum camphora","JP",NA,"Tokushima",33.961488,134.311287,2017,"iNaturalist","native",28.9786,-96.64609,NA
"242","Cinnamomum camphora (L.) J.Presl","JP",NA,NA,35.0289,135.8013,2002,"FFPRI","native",28.9786,-96.64609,NA
"243","Cinnamomum camphora (L.) J.Presl","JP",NA,NA,35.0289,135.8013,2014,"FFPRI","native",28.9786,-96.64609,NA
"244","Cinnamomum camphora (L.) J.Presl","JP",NA,NA,35.0289,135.8013,2005,"FFPRI","native",28.9786,-96.64609,NA
"245","Cinnamomum camphora (L.) J.Presl","JP",NA,NA,35.0289,135.8013,1996,"FFPRI","native",28.9786,-96.64609,NA
"246","Cinnamomum camphora (L.) J.Presl","JP",NA,NA,35.0289,135.8013,1993,"FFPRI","native",28.9786,-96.64609,NA
"247","Cinnamomum camphora (L.) J.Presl","JP",NA,NA,35.0289,135.8013,1999,"FFPRI","native",28.9786,-96.64609,NA
"248","Cinnamomum camphora","JP","Atami und Umgebung",NA,35.106426,139.069748,2016,"naturgucker","native",28.9786,-96.64609,NA
"249","Cinnamomum camphora","JP",NA,"HyÅgo",34.675788,135.135977,2015,"iNaturalist","native",28.9786,-96.64609,NA
"250","Cinnamomum camphora (L.) J. Presl","JP","Tokyo Prefecture.  Tokyo.  Imperial Garden in central Tokyo.",NA,35.7,139.76666,1993,"MO","native",28.9786,-96.64609,NA
"251","Cinnamomum camphora","JP",NA,"HyÅgo",34.696299,135.126994,2015,"iNaturalist","native",28.9786,-96.64609,NA
"252","Cinnamomum camphora","JP",NA,"HyÅgo",34.753175,135.198897,2015,"iNaturalist","native",28.9786,-96.64609,NA
"253","Cinnamomum camphora (L.) Presl","JP","Taguro","Saitama",36.00533,139.56329,1980,"SMNH","native",28.9786,-96.64609,NA
"254","Cinnamomum camphora","JP","Pref.Hyogo:Nosato","Himeji-shi",34.833302,134.717,1991,"PRESERVED_SPECIMEN","native",28.9786,-96.64609,NA
"255","Cinnamomum camphora","JP","Pref.Hyogo: Mt.Shosha-zan","Himeji-shi",34.900002,134.651,1981,"PRESERVED_SPECIMEN","native",28.9786,-96.64609,NA
"256","Cinnamomum camphora","JP","Hyogo Pref.; Tuna-gun","Awaji-cho",34.599998,135,1990,"3033991","native",28.9786,-96.64609,NA
"257","Cinnamomum camphora","JP","Hyogo Pref.; Mihara-gun","Seidan-cho",34.650002,135.10001,1992,"3033991","native",28.9786,-96.64609,NA
"258","Cinnamomum camphora","JP","Hyogo Pref.; Mihara-gun","Seidan-cho",34.633301,135.10001,1993,"3033991","native",28.9786,-96.64609,NA
"259","Cinnamomum camphora","JP","Hyogo Pref.; Mihara-gun","Seidan-cho",34.666698,134.533,1991,"3033991","native",28.9786,-96.64609,NA
"260","Cinnamomum camphora","JP","Hyogo Pref.; Mihara-gun","Seidan-cho",34.666698,134.533,1991,"3033991","native",28.9786,-96.64609,NA
"261","Cinnamomum camphora","JP","Hyogo Pref.; Mihara-gun","Seidan-cho",34.883301,134.91701,1991,"3033991","native",28.9786,-96.64609,NA
"262","Cinnamomum camphora","JP","Hyogo Pref.; Mihara-gun","Seidan-cho",34.333302,134.91701,1998,"3033991","native",28.9786,-96.64609,NA
"263","Cinnamomum camphora","JP","Hyogo Pref.; Mihara-gun","Seidan-cho",34.333302,134.91701,1998,"3033991","native",28.9786,-96.64609,NA
"264","Cinnamomum camphora","JP","Hyogo Pref.; Mihara-gun","Seidan-cho",34.933899,135.317,1993,"3033991","native",28.9786,-96.64609,NA
"265","Cinnamomum camphora","JP","Hyogo Pref.; Mihara-gun","Seidan-cho",34.866699,135.2,1998,"3033991","native",28.9786,-96.64609,NA
"266","Cinnamomum camphora","JP","Hyogo Pref.; Kobe-shi","Higashinada-ku",35.200001,134.91701,1994,"3033991","native",28.9786,-96.64609,NA
"267","Cinnamomum camphora (L.)  Siebold","JP","Goi","Chiba",35.503264,140.084244,1992,"CBM","native",28.9786,-96.64609,NA
"268","Cinnamomum camphora (L.) J.Presl","JP",NA,"Tokushima(å¾³å³¶çœŒ)",34.06572,134.55936,1900,"MNHN","native",28.9786,-96.64609,NA
"269","Cinnamomum camphora (L.) J.Presl","JP",NA,"Nagasaki(é•·å´ŽçœŒ)",32.74484,129.87376,1899,"MNHN","native",28.9786,-96.64609,NA
"270","Cinnamomum camphora (L.) J.Presl","JP",NA,"TÅkyÅ(æ±äº¬éƒ½)",35.70892,139.77422,1887,"MNHN","native",28.9786,-96.64609,NA
"271","Cinnamomum camphora (L.) J.Presl","JP",NA,"Nagasaki(é•·å´ŽçœŒ)",32.75029,129.87767,1863,"MNHN","native",28.9786,-96.64609,NA
"272","Cinnamomum camphora (L.) J.Presl","JP",NA,"HyÅgo(å…µåº«çœŒ)",34.70444,135.19383,1906,"MNHN","native",28.9786,-96.64609,NA
"273","Cinnamomum camphora (L.) J.Presl","JP",NA,"Nagasaki(é•·å´ŽçœŒ)",32.75029,129.87767,1899,"MNHN","native",28.9786,-96.64609,NA
"274","Cinnamomum camphora (L.) J.Presl","JP",NA,"HyÅgo(å…µåº«çœŒ)",34.69008,135.19551,1906,"MNHN","native",28.9786,-96.64609,NA
"275","Cinnamomum camphora (L.) J.Presl","JP",NA,"KÅchi(é«˜çŸ¥çœŒ)",33.55959,133.52928,1893,"MNHN","native",28.9786,-96.64609,NA
"276","Cinnamomum camphora (L.) J.Presl","JP",NA,"TÅkyÅ(æ±äº¬éƒ½)",35.6895,139.6917,1888,"MNHN","native",28.9786,-96.64609,NA
"277","Cinnamomum camphora (L.) J.Presl","JP",NA,"TÅkyÅ(æ±äº¬éƒ½)",35.71212,139.77624,1887,"MNHN","native",28.9786,-96.64609,NA
"278","Cinnamomum camphora (L.) J.Presl","JP",NA,"KyÅto(äº¬éƒ½åºœ)",35.02624,135.78082,1966,"MNHN","native",28.9786,-96.64609,NA
"279","Cinnamomum camphora (L.) J.Presl","JP",NA,"Nagasaki(é•·å´ŽçœŒ)",32.75029,129.87767,1863,"MNHN","native",28.9786,-96.64609,NA
"280","Cinnamomum camphora (L.) J.Presl","JP",NA,"Tokushima(å¾³å³¶çœŒ)",34.06667,134.55,1900,"MNHN","native",28.9786,-96.64609,NA
"281","Cinnamomum camphora Sieb.","JP",NA,"Okayama",34.369444,133.549722,2007,"KURA","native",28.9786,-96.64609,NA
"282","Cinnamomum camphora Sieb.","JP",NA,"Okayama",34.869722,133.906944,2007,"KURA","native",28.9786,-96.64609,NA
"283","Cinnamomum camphora (L.) Presl","JP",NA,"Aichi",34.74754,137.39832,1983,"SMNH","native",28.9786,-96.64609,NA
"284","Cinnamomum camphora (L.) J.Presl var. camphora","JP",NA,"Tochigi Prefecture",36.457038,140.008938,2004,"KPM","native",28.9786,-96.64609,NA
"285","Cinnamomum camphora (L.) J.Presl var. camphora","JP",NA,"Tochigi Prefecture",36.457038,140.008938,2004,"KPM","native",28.9786,-96.64609,NA
"286","Cinnamomum camphora (L.) J.Presl var. camphora","JP",NA,"Kanagawa Prefecture",35.574082,139.628034,1999,"KPM","native",28.9786,-96.64609,NA
"287","Cinnamomum camphora (L.) J.Presl var. camphora","JP",NA,"Kanagawa Prefecture",35.582414,139.56554,1998,"KPM","native",28.9786,-96.64609,NA
"288","Cinnamomum camphora (L.) J.Presl var. camphora","JP",NA,"Kanagawa Prefecture",35.307441,139.190574,1997,"KPM","native",28.9786,-96.64609,NA
"289","Cinnamomum camphora (L.) J.Presl var. camphora","JP",NA,"Tokyo Metropolis",27.066975,142.214359,1975,"KPM","native",28.9786,-96.64609,NA
"290","Cinnamomum camphora (L.) J.Presl var. camphora","JP",NA,"Okinawa Prefecture",26.796659,128.235855,1974,"KPM","native",28.9786,-96.64609,NA
"291","Cinnamomum camphora (L.) J.Presl var. camphora","JP",NA,"Tokyo Metropolis",35.712123,139.769821,1951,"KPM","native",28.9786,-96.64609,NA
"292","Cinnamomum camphora (Linn.) J. Presl var. rotundifolia Makino","JP",NA,"Ibaraki",36.00192,140.01413,1955,"INM","native",28.9786,-96.64609,NA
"293","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.00192,140.01413,1957,"INM","native",28.9786,-96.64609,NA
"294","Cinnamomum camphora (Linn.) Presl","JP",NA,"Kagoshima",31.61202,130.56866,1924,"INM","native",28.9786,-96.64609,NA
"295","Cinnamomum camphora (Linn.) Presl","JP",NA,"Tokyo",35.62937,139.68756,1955,"INM","native",28.9786,-96.64609,NA
"296","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",35.93428,140.02338,1975,"INM","native",28.9786,-96.64609,NA
"297","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.80775,140.73969,1961,"INM","native",28.9786,-96.64609,NA
"298","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.80775,140.73969,1961,"INM","native",28.9786,-96.64609,NA
"299","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.00192,140.01413,1957,"INM","native",28.9786,-96.64609,NA
"300","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.00192,140.01413,1957,"INM","native",28.9786,-96.64609,NA
"301","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.00192,140.01413,1976,"INM","native",28.9786,-96.64609,NA
"302","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.37193,140.4539,1955,"INM","native",28.9786,-96.64609,NA
"303","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.80775,140.73969,1961,"INM","native",28.9786,-96.64609,NA
"304","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.80775,140.73969,1961,"INM","native",28.9786,-96.64609,NA
"305","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.29898,140.29192,1955,"INM","native",28.9786,-96.64609,NA
"306","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.55083,140.41,1971,"INM","native",28.9786,-96.64609,NA
"307","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.36039,140.45677,1986,"INM","native",28.9786,-96.64609,NA
"308","Cinnamomum camphora (Linn.) J. Presl var. rotundifolia Makino","JP",NA,"Ibaraki",36.00192,140.01413,1961,"INM","native",28.9786,-96.64609,NA
"309","Cinnamomum camphora (Linn.) J. Presl var. rotundifolia Makino","JP",NA,"Ibaraki",36.00192,140.01413,1957,"INM","native",28.9786,-96.64609,NA
"310","Cinnamomum camphora (Linn.) J. Presl var. rotundifolia Makino","JP",NA,"Ibaraki",36.00192,140.01413,1957,"INM","native",28.9786,-96.64609,NA
"311","Cinnamomum camphora (Linn.) J. Presl var. rotundifolia Makino","JP",NA,"Ibaraki",36.00192,140.01413,1984,"INM","native",28.9786,-96.64609,NA
"312","Cinnamomum camphora (Linn.) J. Presl var. rotundifolia Makino","JP",NA,"Ibaraki",36.00192,140.01413,1976,"INM","native",28.9786,-96.64609,NA
"313","Cinnamomum camphora (L.) Presl","JP",NA,"Ibaraki",36.57161,140.61719,2002,"INM","native",28.9786,-96.64609,NA
"314","Cinnamomum camphora (Linn.) Presl","JP",NA,"Chiba",35.71007,140.54372,2003,"INM","native",28.9786,-96.64609,NA
"315","Cinnamomum camphora (Linn.) Presl","JP",NA,"Ibaraki",36.30879,140.17322,1999,"INM","native",28.9786,-96.64609,NA
"316","Cinnamomum camphora (L.)  Siebold","JP",NA,"Chiba",35.5,140.1,1991,"CBM","native",28.9786,-96.64609,NA
"317","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.440766,139.60304,1996,"KPM","native",28.9786,-96.64609,NA
"318","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.332441,139.278066,1964,"KPM","native",28.9786,-96.64609,NA
"319","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.140797,139.165586,1953,"KPM","native",28.9786,-96.64609,NA
"320","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.615743,139.528042,1952,"KPM","native",28.9786,-96.64609,NA
"321","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.624074,139.565537,1953,"KPM","native",28.9786,-96.64609,NA
"322","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.140797,139.165586,1951,"KPM","native",28.9786,-96.64609,NA
"323","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.140797,139.165586,1950,"KPM","native",28.9786,-96.64609,NA
"324","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.28244,139.053091,1991,"KPM","native",28.9786,-96.64609,NA
"325","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.457429,139.453051,1988,"KPM","native",28.9786,-96.64609,NA
"326","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.324113,139.553045,1987,"KPM","native",28.9786,-96.64609,NA
"327","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.374109,139.640537,1986,"KPM","native",28.9786,-96.64609,NA
"328","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.365775,139.60304,1984,"KPM","native",28.9786,-96.64609,NA
"329","Cinnamomum camphora (L.) Presl","JP","Sasage","Kanagawa Prefecture",35.390773,139.60304,1986,"KPM","native",28.9786,-96.64609,NA
"330","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.457431,139.640536,1987,"KPM","native",28.9786,-96.64609,NA
"331","Cinnamomum camphora (L.) Presl","JP","Negishidai","Kanagawa Prefecture",35.424102,139.640537,1985,"KPM","native",28.9786,-96.64609,NA
"332","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.424101,139.590541,1985,"KPM","native",28.9786,-96.64609,NA
"333","Cinnamomum camphora (L.) Presl","JP","Sengendai","Kanagawa Prefecture",35.465763,139.60304,1985,"KPM","native",28.9786,-96.64609,NA
"334","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.365775,139.565544,1985,"KPM","native",28.9786,-96.64609,NA
"335","Cinnamomum camphora (L.) Presl","JP","Bukkou-cho","Kanagawa Prefecture",35.45743,139.578042,1987,"KPM","native",28.9786,-96.64609,NA
"336","Cinnamomum camphora (L.) Presl","JP","Sakuragaoka","Kanagawa Prefecture",35.449098,139.590541,1986,"KPM","native",28.9786,-96.64609,NA
"337","Cinnamomum camphora (L.) Presl","JP","Yasashi-cho","Kanagawa Prefecture",35.482426,139.503048,1987,"KPM","native",28.9786,-96.64609,NA
"338","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.474094,139.503048,1985,"KPM","native",28.9786,-96.64609,NA
"339","Cinnamomum camphora (L.) Presl","JP","Hazawa-cho","Kanagawa Prefecture",35.482428,139.578042,1987,"KPM","native",28.9786,-96.64609,NA
"340","Cinnamomum camphora (L.) Presl","JP","Kikuna","Kanagawa Prefecture",35.507425,139.628036,1985,"KPM","native",28.9786,-96.64609,NA
"341","Cinnamomum camphora (L.) Presl","JP","Kurogane-cho","Kanagawa Prefecture",35.565749,139.528044,1986,"KPM","native",28.9786,-96.64609,NA
"342","Cinnamomum camphora (L.) Presl","JP","Miho-cho","Kanagawa Prefecture",35.507423,139.515546,1986,"KPM","native",28.9786,-96.64609,NA
"343","Cinnamomum camphora (L.) Presl","JP","Minamikase","Kanagawa Prefecture",35.549087,139.665532,1985,"KPM","native",28.9786,-96.64609,NA
"344","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.582414,139.653031,1985,"KPM","native",28.9786,-96.64609,NA
"345","Cinnamomum camphora (L.) Presl","JP","Sugou","Kanagawa Prefecture",35.599078,139.55304,1986,"KPM","native",28.9786,-96.64609,NA
"346","Cinnamomum camphora (L.) Presl","JP","Nishikoiso","Kanagawa Prefecture",35.307444,139.303064,1983,"KPM","native",28.9786,-96.64609,NA
"347","Cinnamomum camphora (L.) Presl","JP","Naka-mura","Kanagawa Prefecture",35.415767,139.453052,1986,"KPM","native",28.9786,-96.64609,NA
"348","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.465759,139.390556,1984,"KPM","native",28.9786,-96.64609,NA
"349","Cinnamomum camphora (L.) Presl","JP","Shimokuribara","Kanagawa Prefecture",35.474093,139.415553,1982,"KPM","native",28.9786,-96.64609,NA
"350","Cinnamomum camphora (L.) Presl","JP","Okatsukoku","Kanagawa Prefecture",35.432428,139.315562,1984,"KPM","native",28.9786,-96.64609,NA
"351","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.507421,139.328062,1982,"KPM","native",28.9786,-96.64609,NA
"352","Cinnamomum camphora (L.) Presl","JP","Shimoisobe","Kanagawa Prefecture",35.50742,139.378056,1985,"KPM","native",28.9786,-96.64609,NA
"353","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.532416,139.365556,1985,"KPM","native",28.9786,-96.64609,NA
"354","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.507421,139.328062,1981,"KPM","native",28.9786,-96.64609,NA
"355","Cinnamomum camphora (L.) Presl","JP","Uwabara","Kanagawa Prefecture",35.532417,139.290563,1984,"KPM","native",28.9786,-96.64609,NA
"356","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.199121,139.128088,1984,"KPM","native",28.9786,-96.64609,NA
"357","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.199121,139.128088,1984,"KPM","native",28.9786,-96.64609,NA
"358","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.257448,139.153081,1983,"KPM","native",28.9786,-96.64609,NA
"359","Cinnamomum camphora (L.) Presl","JP","Mizunoo","Kanagawa Prefecture",35.257447,139.128084,1985,"KPM","native",28.9786,-96.64609,NA
"360","Cinnamomum camphora (L.) Presl","JP",NA,"Kanagawa Prefecture",35.140797,139.165586,1982,"KPM","native",28.9786,-96.64609,NA
"361","Cinnamomum camphora (L.) Presl","JP","Yoshihama","Kanagawa Prefecture",35.149125,139.115591,1982,"KPM","native",28.9786,-96.64609,NA
"362","Cinnamomum camphora (L.) Presl","JP","Miyakami","Kanagawa Prefecture",35.140791,139.090594,1985,"KPM","native",28.9786,-96.64609,NA
"363","Cinnamomum camphora (L.) Presl","JP","Yoshidajima","Kanagawa Prefecture",35.332436,139.140578,1985,"KPM","native",28.9786,-96.64609,NA
"364","Cinnamomum camphora (L.) Presl","JP","Ogura","Kanagawa Prefecture",35.582409,139.290562,1986,"KPM","native",28.9786,-96.64609,NA
"365","Cinnamomum camphora (L.) J. Presl","JP",NA,"Nara",34.67889,135.71153,2007,"OSA","native",28.9786,-96.64609,NA
"366","Cinnamomum camphora (L.) J. Presl","JP",NA,"Nara",34.58254,135.84079,2007,"OSA","native",28.9786,-96.64609,NA
"367","Cinnamomum camphora (L.) J. Presl","JP",NA,"Nara",34.56404,135.73238,2007,"OSA","native",28.9786,-96.64609,NA
"368","Cinnamomum camphora (L.) J.Presl","KR","æ¿Ÿå·žå³¶ 50m","Jeju",33.361356,126.532858,1912,"TI","native",28.9786,-96.64609,NA
"369","Cinnamomum camphora (L.) J.Presl","KR","í•œë¼ì‚° Halla-san  ë°±ë¡ë‹´-ì„œê·€í¬","Jeju",33.339726,126.558028,1966,"SNUA","native",28.9786,-96.64609,NA
"370","Cinnamomum camphora (L.) J.Presl","KR","ì œì£¼ë„ Jeju-do","Jeju",33.362294,126.533449,1969,"SNUA","native",28.9786,-96.64609,NA
